"country","iso2c","iso3c","year","status","lastupdated","NY.GDP.PCAP.PP.CD","SE.XPD.TOTL.GD.ZS","SE.TER.ENRR","SE.ADT.LITR.ZS","region","capital","longitude","latitude","income","lending"
"Africa Eastern and Southern","ZH","AFE",2000,"","2025-10-07",2116.70822640988,3.60612988471985,3.99448990821838,62.666618347168,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2007,"","2025-10-07",2972.2781392806,NA,5.82964992523193,62.9699592590332,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2017,"","2025-10-07",3703.97771049629,4.4305100440979,8.71269035339355,70.8797302246094,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2006,"","2025-10-07",2786.10147365737,3.7359299659729,5.67903995513916,61.9459114074707,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2012,"","2025-10-07",3171.73114630755,4.6761200428009,7.9946699142456,68.5151901245117,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2003,"","2025-10-07",2308.46750321399,NA,4.8099799156189,64.3340606689453,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2004,"","2025-10-07",2439.22939353385,3.74496006965637,5.12434005737305,64.5749130249023,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2014,"","2025-10-07",3426.70934351392,4.65965986251831,8.29104042053223,69.8328170776367,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2015,"","2025-10-07",3456.49124540596,4.73791868878759,8.43400001525879,70.2378387451172,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2018,"","2025-10-07",3648.26133239471,4.73974990844727,8.7509298324585,71.6701889038086,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2005,"","2025-10-07",2602.32114135254,3.85834002494812,5.39512014389038,63.9414710998535,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2016,"","2025-10-07",3551.14627928128,4.69199991226196,8.57314014434814,70.9572677612305,"Aggregates","","","","Aggregates","Aggregates"
"Africa Eastern and Southern","ZH","AFE",2019,"","2025-10-07",3742.92137085928,4.51140984355031,8.67273044586182,72.8010787963867,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2011,"","2025-10-07",3659.21369910009,2.65336990356445,8.23383045196533,52.4428787231445,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2010,"","2025-10-07",3510.77449944674,2.84803009033203,7.94076013565063,51.3876495361328,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2007,"","2025-10-07",3056.17855006491,NA,7.31161022186279,50.3038215637207,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2004,"","2025-10-07",2592.61332118023,2.24505507946014,6.620689868927,51.4858207702637,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2017,"","2025-10-07",4100.15494056468,3.29662990570068,9.39776039123535,56.8785209655762,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2006,"","2025-10-07",2904.17650537648,2.55852007865906,7.09086990356445,52.296558380127,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2019,"","2025-10-07",4494.59160075906,3.0473994932468,9.73875999450684,60.1363906860352,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2016,"","2025-10-07",4032.30627092374,2.61503545891771,9.26937007904053,55.8716201782227,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2008,"","2025-10-07",3218.91343076233,2.49827003479004,7.55156993865967,50.7501983642578,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2009,"","2025-10-07",3335.30104664953,2.90790009498596,7.67314004898071,50.8471183776855,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2018,"","2025-10-07",4238.95464859763,3.0512515196534,9.58899021148682,60.3549499511719,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2015,"","2025-10-07",4090.72812124437,3.13882994651794,9.45302963256836,55.4100189208984,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2012,"","2025-10-07",3777.57684189878,2.68840026027393,8.61141014099121,53.0023918151855,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2003,"","2025-10-07",2404.85278750203,2.35524988174439,6.43214988708496,50.1448593139648,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2005,"","2025-10-07",2752.36673218308,2.44700491428375,7.03709983825684,51.6088981628418,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2002,"","2025-10-07",2297.5467265618,2.34950494766236,5.93669986724854,49.5582504272461,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2001,"","2025-10-07",2126.37954883883,2.36509990692139,5.43233013153076,48.8175086975098,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2013,"","2025-10-07",3933.08408283969,2.94020998477936,9.13339042663574,53.8403511047363,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2000,"","2025-10-07",2032.27796051238,2.46335005760193,4.95100021362305,47.6228103637695,"Aggregates","","","","Aggregates","Aggregates"
"Africa Western and Central","ZI","AFW",2014,"","2025-10-07",4134.6302374492,2.66667008399963,9.39218044281006,54.5429992675781,"Aggregates","","","","Aggregates","Aggregates"
"Albania","AL","ALB",2012,"","2025-10-07",10463.6062414773,3.29533986928598,58.6214186004979,97.25,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2003,"","2025-10-07",5169.84251077847,3.13823008537292,16.3662395477295,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2002,"","2025-10-07",4840.34788189155,3.11779999732971,16.3895606994629,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2015,"","2025-10-07",11747.318031542,3.43796992301941,61.9608485481051,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2010,"","2025-10-07",9755.92875964596,NA,43.3279304504395,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2013,"","2025-10-07",10588.157876701,3.53929996490479,63.8440585382953,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2014,"","2025-10-07",11317.2837770993,3.18177734553254,65.5507096860696,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2001,"","2025-10-07",4451.00052366074,3.45869994163513,NA,98.7099990844727,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2011,"","2025-10-07",10273.466834566,3.17881310743026,49.3997040639925,96.8499984741211,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2004,"","2025-10-07",5595.55058025693,3.22751998901367,19.1295795440674,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2008,"","2025-10-07",8469.2601248565,NA,31.6839599609375,95.9400024414062,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2000,"","2025-10-07",3976.92608302032,3.4301700592041,NA,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2009,"","2025-10-07",9025.92610692288,NA,32.9239883422852,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2006,"","2025-10-07",6754.35679524853,3.1914598941803,26.2101001739502,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2016,"","2025-10-07",12208.3753473372,3.96209001541138,58.4884791901189,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2017,"","2025-10-07",13004.7776256846,3.61172008514404,58.0177836674929,98.8199996948242,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2005,"","2025-10-07",6014.3268228394,3.28154993057251,22.389009475708,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2007,"","2025-10-07",7584.97068697555,3.27592992782593,30.2319297790527,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2019,"","2025-10-07",14792.0308217221,3.87018990516663,61.4085141527142,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Albania","AL","ALB",2018,"","2025-10-07",13696.5339985413,3.08201370407389,56.0802964109938,NA,"Europe & Central Asia","Tirane","19.8172","41.3317","Upper middle income","IBRD"
"Algeria","DZ","DZA",2009,"","2025-10-07",13651.4472995041,NA,30.5014705657959,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2008,"","2025-10-07",13666.2181960534,4.11142015457153,NA,75.1399993896484,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2007,"","2025-10-07",13320.964120903,NA,23.5956306457519,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2004,"","2025-10-07",11431.6856715426,NA,18.8709297180176,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2013,"","2025-10-07",14370.820661674,6.65906035504841,35.4386275633738,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2018,"","2025-10-07",13727.1266357859,5.8127512720176,52.8819387317527,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2015,"","2025-10-07",13807.3515841478,6.17633014564047,38.2444735695552,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2012,"","2025-10-07",14441.3293398806,7.02950889772261,33.5570987119466,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2001,"","2025-10-07",9543.52035384959,NA,15.2947797775269,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2006,"","2025-10-07",12791.3412605973,NA,21.3458003997803,72.6500015258789,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2014,"","2025-10-07",14694.143827383,6.54889841545277,36.0427983596258,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2019,"","2025-10-07",13892.5333446205,5.57536563446523,53.8645018203122,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2017,"","2025-10-07",13493.560749484,5.73482350888796,49.177689984383,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2002,"","2025-10-07",10080.182500398,NA,16.9754199981689,69.870002746582,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2016,"","2025-10-07",13437.8460232169,6.50210843472458,43.9040620880927,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2010,"","2025-10-07",14201.3659906969,8.6917709007891,30.7344437013341,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2011,"","2025-10-07",14639.8779436268,9.12453448642892,32.3866003582095,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2000,"","2025-10-07",9186.81590342899,NA,NA,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2005,"","2025-10-07",12246.2692243613,NA,20.7098693847656,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"Algeria","DZ","DZA",2003,"","2025-10-07",10802.7506703127,NA,18.211820602417,NA,"Middle East & North Africa","Algiers","3.05097","36.7397","Upper middle income","IBRD"
"American Samoa","AS","ASM",2011,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2012,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2009,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2010,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2000,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2008,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2014,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2006,"","2025-10-07",NA,14.7170495986938,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2007,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2005,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2019,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2013,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2001,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2002,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2003,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2004,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2018,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2015,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2016,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"American Samoa","AS","ASM",2017,"","2025-10-07",NA,NA,NA,NA,"East Asia & Pacific","Pago Pago","-170.691","-14.2846","High income","Not classified"
"Andorra","AD","AND",2005,"","2025-10-07",44577.8193343081,1.64497005939484,8.45697021484375,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2013,"","2025-10-07",45609.2307224247,2.50616002082825,14.5405405405405,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2007,"","2025-10-07",47501.4309292019,2.10469007492065,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2009,"","2025-10-07",42522.9945639501,3.14292001724243,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2011,"","2025-10-07",46436.1158596161,2.98706007003784,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2012,"","2025-10-07",45503.0444832658,2.56577895521486,12.870249017038,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2006,"","2025-10-07",46852.6583902384,2.24489998817444,9.93558025360107,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2014,"","2025-10-07",48505.6017361608,3.07420992851257,13.5399673735726,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2018,"","2025-10-07",55244.6554088177,3.2467200756073,15.7132150886835,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2003,"","2025-10-07",41147.8806955474,NA,8.82606983184814,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2010,"","2025-10-07",43853.1712385354,2.97662997245789,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2019,"","2025-10-07",57475.0692842215,3.15060997009277,15.4352596927579,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2016,"","2025-10-07",53110.1426263211,3.23707008361816,15.2011095700416,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2008,"","2025-10-07",44838.9949992176,2.87392997741699,11.0230503082275,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2002,"","2025-10-07",38787.0522534918,1.65971004962921,7.30906009674072,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2004,"","2025-10-07",42717.2377735456,1.54411995410919,8.74042987823486,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2001,"","2025-10-07",36895.4402454079,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2000,"","2025-10-07",33458.1181625074,NA,NA,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2015,"","2025-10-07",50733.2390011704,3.28034996986389,13.8206896551724,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Andorra","AD","AND",2017,"","2025-10-07",53084.8639640903,3.21708989143372,15.6664896441848,NA,"Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"Angola","AO","AGO",2000,"","2025-10-07",3326.77991382792,2.60753011703491,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2004,"","2025-10-07",4262.90601258776,NA,2.14597010612488,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2003,"","2025-10-07",3878.50795458421,NA,2.87620997428894,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2015,"","2025-10-07",7119.72644274401,3.48689580393413,8.78320868033121,66.2399978637695,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2010,"","2025-10-07",6607.0221970301,3.42131996154785,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2011,"","2025-10-07",6711.39025723883,NA,6.44004138280629,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2013,"","2025-10-07",7561.03920495179,4.43894951297476,9.22339720175662,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2014,"","2025-10-07",7990.27445672775,NA,NA,66.0299987792969,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2002,"","2025-10-07",3824.28480437228,NA,0.783640027046204,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2009,"","2025-10-07",6498.1692820981,NA,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2016,"","2025-10-07",6843.73589660504,2.75493664582725,9.78287696232453,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2008,"","2025-10-07",6651.37774116168,NA,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2001,"","2025-10-07",3427.85394963395,NA,NA,67.4100036621094,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2005,"","2025-10-07",4876.28768394823,2.12011003494263,2.6385600566864,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2006,"","2025-10-07",5404.38383016978,2.28146004676819,2.55977010726929,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2012,"","2025-10-07",7354.94296631261,3.08191085718142,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2017,"","2025-10-07",6992.7288342812,2.46687881104886,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2019,"","2025-10-07",7528.38241791217,2.07306438181603,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2007,"","2025-10-07",6095.9992668935,NA,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Angola","AO","AGO",2018,"","2025-10-07",7347.79993635052,2.18351298946275,NA,NA,"Sub-Saharan Africa","Luanda","13.242","-8.81155","Lower middle income","IBRD"
"Antigua and Barbuda","AG","ATG",2012,"","2025-10-07",23011.7386611366,2.13043025907083,25.1156271899089,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
"Antigua and Barbuda","AG","ATG",2005,"","2025-10-07",23484.8001051691,NA,NA,NA,"Latin America & Caribbean","Saint John's","-61.8456","17.1175","High income","IBRD"
